time,FL_foot_torque,FR_foot_torque,RL_foot_torque,RR_foot_torque,FL_leg_torque,FR_leg_torque,RL_leg_torque,RR_leg_torque,FL_shoulder_torque,FR_shoulder_torque,RL_shoulder_torque,RR_shoulder_torque
0.1560000000000001,-3.43,-3.43,-3.43,-3.43,1.297539898760359,1.2979471029604852,1.3000546332255158,1.2980662947354595,0.011821905487620596,-0.01292069944377463,0.007764610275199347,-0.011824076273118371
0.1580000000000001,-3.43,-3.43,-3.43,-3.43,1.139501667436999,1.1404165999685265,1.1441803005871591,1.1412318973492663,0.013156007595639747,-0.014902896230001244,0.0029761521856109005,-0.009526384552277242
0.16000000000000011,-3.43,-3.43,-3.43,-3.43,0.9928236406879769,0.9941962976223557,1.0012742341405456,0.9975333205545951,0.015229347738497654,-0.017517743353051708,-0.0018590359732354378,-0.006808116830947228
0.16200000000000012,-3.43,-3.43,-3.43,-3.43,0.8569366791838178,0.8587239165319858,0.8709586573190435,0.8665422077139837,0.01785816026569296,-0.02060745103122729,-0.00666528906507149,-0.003861045079130978
0.16400000000000012,-3.43,-3.43,-3.43,-3.43,0.7313242341717654,0.7334767194360481,0.7527494590311115,0.7477725175672596,0.020894550092385736,-0.024025849265669193,-0.011337866135459342,-0.0008016083196210517
0.16600000000000012,-3.43,-3.43,-3.43,-3.43,0.6051060277545304,0.608495774251292,0.6366650143346533,0.6311145604659458,0.02236573417247652,-0.02568983592169933,-0.015443091130390978,0.0024791571862611324
0.16800000000000012,-3.43,-3.43,-3.43,-3.43,0.4772551117552801,0.4798022782700464,0.5207482995748833,0.5149294567437437,0.022570273015177975,-0.026751109744133438,-0.019770226340105893,0.0050691405947993545
0.17000000000000012,-3.43,-3.43,-3.43,-3.43,0.3352279916576748,0.33760189200854995,0.3954659760382988,0.38933397880661147,0.020767875429310672,-0.025508777751993818,-0.023481727436001933,0.007642096853501577
0.17200000000000013,-3.43,-3.43,-3.43,-3.43,0.1840907684933839,0.18532802581913543,0.26547028483488333,0.2591633838377376,0.01845384440256195,-0.02382442120484734,-0.02712361998099908,0.009816151048756
0.17400000000000013,-3.43,-3.43,-3.43,-3.43,0.02574258694715681,0.025978313114205065,0.13295518994084787,0.126523426967605,0.01593241310544324,-0.021564703880427034,-0.030449592105416833,0.011964709721692977
